1	0.531	1.304689
1	0.537	1.334705
1	0.543	1.321252
1	0.549	1.302562
1	0.555	1.266194
1	0.561	1.337406
1	0.567	1.34336
1	0.573	1.283509
1	0.579	1.298313
1	0.585	1.275096
1	0.591	1.301498
1	0.597	1.311085
1	0.603	1.347702
1	0.609	1.32501
1	0.615	1.35423
1	0.621	1.31643
1	0.627	1.260454
1	0.657	1.32018
1	0.663	1.278247
1	0.669	1.252652
1	0.675	1.35423
1	0.681	1.250058
1	0.687	1.271426
1	0.693	1.27195
1	0.699	1.25473
1	0.705	1.274047
1	0.729	1.286144
1	0.741	1.306286
1	0.747	1.328775
1	0.753	1.322325
1	0.771	1.312153
1	0.777	1.303625
1	0.783	1.301498
1	0.789	1.280876
1	0.795	1.30203
1	0.801	1.304689
1	0.807	1.31643
1	0.812999	1.356411
1	0.818999	1.364061
1	0.824999	1.377792
1	0.830999	1.331469
1	0.836999	1.28509
1	0.842999	1.365156
1	0.848999	1.356411
1	0.854999	1.364608
1	0.860999	1.340652
1	0.866999	1.326085
1	0.872999	1.28509
1	0.878999	1.357502
1	0.884999	1.332547
1	0.890999	1.383309
1	0.896999	1.335785
1	0.902999	1.352052
1	0.908999	1.351507
1	0.914999	1.32018
1	0.920999	1.364061
1	0.926999	1.348788
1	0.932999	1.375589
1	0.938999	1.416161
1	0.944999	1.340652
1	0.950999	1.337406
1	0.956999	1.329852
1	0.962999	1.391613
1	0.968999	1.378894
1	0.974999	1.373388
1	0.980999	1.422906
1	0.986999	1.421217
1	0.992999	1.37669
1	0.998999	1.389395
1	1.005	1.406642
1	1.011	1.400506
1	1.017	1.364608
1	1.023	1.341193
1	1.029	1.360232
1	1.035	1.422906
1	1.041	1.363514
1	1.047	1.393277
1	1.053	1.375038
1	1.059	1.322862
1	1.065	1.352596
1	1.071	1.406084
1	1.077	1.351507
1	1.083	1.362419
1	1.089	1.408878
1	1.095	1.408319
1	1.101	1.373938
1	1.107	1.314825
1	1.113	1.417283
1	1.119	1.453529
1	1.125	1.372838
1	1.131	1.413917
